VehicleID,SegmentID,Source,start_time,end_time,start_row,end_row,extreme_row,direction,baseline_before,baseline_after,extreme_value,amplitude,duration_points,duration_minutes,return_ratio,suggested_label,current_labels,source_rows
Car 1,0,CarFuelHistory.xlsx,2025-11-20 19:45:00.999996,2025-11-20 19:45:00.999996,244,244,244,DOWN,129.55,127.7,122.9,6.650000000000006,1,0.0,0.7218045112781944,OSCILLATION_NOISE,TRANSIENT_NOISE,244
Car 1,0,CarFuelHistory.xlsx,2025-11-22 00:45:00,2025-11-22 00:49:59.999998,591,592,592,DOWN,250.10000000000002,249.55,243.9,6.200000000000017,2,4.999999966666667,0.9112903225806436,OSCILLATION_NOISE,"STABLE_JITTER,TRANSIENT_NOISE",591;592
Car 1,0,CarFuelHistory.xlsx,2025-11-22 00:49:59.999998,2025-11-22 00:49:59.999998,592,592,592,DOWN,249.4,249.55,243.9,5.5,1,0.0,0.9727272727272717,OSCILLATION_NOISE,TRANSIENT_NOISE,592
Car 1,0,CarFuelHistory.xlsx,2025-11-22 00:54:59.999996,2025-11-22 00:54:59.999996,593,593,593,DOWN,248.10000000000002,249.55,242.7,5.400000000000034,1,0.0,0.7314814814814853,OSCILLATION_NOISE,TRANSIENT_NOISE,593
Car 1,0,CarFuelHistory.xlsx,2025-11-25 14:45:00.999999,2025-11-25 14:45:00.999999,1622,1622,1622,DOWN,276.6,275.15,270.6,6.0,1,0.0,0.7583333333333258,OSCILLATION_NOISE,SPIKE,1622
Car 1,0,CarFuelHistory.xlsx,2025-11-26 03:45:41.999999,2025-11-26 03:45:41.999999,1778,1778,1778,DOWN,211.85000000000002,211.9,203.5,8.350000000000023,1,0.0,0.9940119760479063,OSCILLATION_NOISE,TRANSIENT_NOISE,1778
Car 1,0,CarFuelHistory.xlsx,2025-11-26 15:45:13.000003,2025-11-26 15:50:13.000002,1922,1923,1922,DOWN,185.75,182.35,170.9,14.849999999999994,2,4.999999983333334,0.7710437710437705,OSCILLATION_NOISE,TRANSIENT_NOISE,1922;1923
Car 1,0,CarFuelHistory.xlsx,2025-11-29 03:00:13.000003,2025-11-29 03:00:13.000003,2633,2633,2633,DOWN,92.75,92.3,83.1,9.650000000000006,1,0.0,0.9533678756476681,OSCILLATION_NOISE,TRANSIENT_NOISE,2633
Car 1,0,CarFuelHistory.xlsx,2025-11-29 03:20:13.000004,2025-11-29 03:20:13.000004,2637,2637,2637,DOWN,92.3,92.44999999999999,79.0,13.299999999999997,1,0.0,0.9887218045112789,OSCILLATION_NOISE,TRANSIENT_NOISE,2637
Car 1,0,CarFuelHistory.xlsx,2025-12-03 23:35:43.000002,2025-12-03 23:40:43,4032,4033,4033,DOWN,217.35000000000002,217.95,212.0,5.350000000000023,2,4.999999966666667,0.8878504672897265,OSCILLATION_NOISE,"SLOSHING_NOISE,STABLE_JITTER",4032;4033
Car 1,0,CarFuelHistory.xlsx,2025-12-08 13:20:12.999999,2025-12-08 13:25:12.999996,5349,5350,5349,UP,259.45,261.05,264.7,5.25,2,4.99999995,0.6952380952380909,OSCILLATION_NOISE,SLOSHING_NOISE,5349;5350
Car 1,0,CarFuelHistory.xlsx,2025-12-09 11:50:11.999996,2025-12-09 11:55:12.000003,5587,5588,5588,DOWN,170.8,170.75,165.7,5.100000000000023,2,5.0000001166666665,0.9901960784313704,OSCILLATION_NOISE,SLOSHING_NOISE,5587;5588
Car 1,0,CarFuelHistory.xlsx,2025-12-09 20:30:05.999999,2025-12-09 20:30:05.999999,5629,5629,5629,DOWN,125.25,125.1,0.0,125.25,1,0.0,0.9988023952095808,OSCILLATION_NOISE,TRANSIENT_NOISE,5629
Car 1,0,CarFuelHistory.xlsx,2025-12-10 12:10:22.999996,2025-12-10 12:10:22.999996,5765,5765,5765,DOWN,246.95,247.60000000000002,239.5,7.449999999999989,1,0.0,0.9127516778523442,OSCILLATION_NOISE,TRANSIENT_NOISE,5765
Car 1,0,CarFuelHistory.xlsx,2025-12-18 17:10:24.000004,2025-12-18 17:15:24.000002,8129,8130,8130,DOWN,304.6,305.6,299.3,5.300000000000011,2,4.999999966666667,0.8113207547169815,OSCILLATION_NOISE,TRANSIENT_NOISE,8129;8130
Car 1,0,CarFuelHistory.xlsx,2025-12-19 04:45:23.999996,2025-12-19 04:45:23.999996,8268,8268,8268,DOWN,299.9,298.29999999999995,290.7,9.199999999999989,1,0.0,0.8260869565217365,OSCILLATION_NOISE,TRANSIENT_NOISE,8268
Car 1,0,CarFuelHistory.xlsx,2026-01-03 03:05:14.000004,2026-01-03 03:05:14.000004,12566,12566,12566,DOWN,110.94999999999999,110.3,105.7,5.249999999999986,1,0.0,0.8761904761904775,OSCILLATION_NOISE,TRANSIENT_NOISE,12566
Car 1,0,CarFuelHistory.xlsx,2026-01-09 02:30:12.000004,2026-01-09 02:30:12.000004,14287,14287,14287,DOWN,181.25,180.25,174.4,6.849999999999994,1,0.0,0.8540145985401458,OSCILLATION_NOISE,TRANSIENT_NOISE,14287
Car 1,0,CarFuelHistory.xlsx,2026-01-11 11:45:44,2026-01-11 11:50:43.999999,14974,14975,14975,DOWN,130.2,128.2,119.2,10.999999999999986,2,4.999999983333334,0.8181818181818179,OSCILLATION_NOISE,TRANSIENT_NOISE,14974;14975
Car 1,0,CarFuelHistory.xlsx,2026-01-11 11:50:43.999999,2026-01-11 11:50:43.999999,14975,14975,14975,DOWN,129.75,128.2,119.2,10.549999999999997,1,0.0,0.853080568720378,OSCILLATION_NOISE,TRANSIENT_NOISE,14975
Car 1,0,CarFuelHistory.xlsx,2026-01-11 15:55:44,2026-01-11 16:00:43.999998,15024,15025,15025,DOWN,112.2,110.55,105.4,6.799999999999997,2,4.999999966666667,0.7573529411764697,OSCILLATION_NOISE,TRANSIENT_NOISE,15024;15025
Car 1,0,CarFuelHistory.xlsx,2026-01-11 16:00:43.999998,2026-01-11 16:00:43.999998,15025,15025,15025,DOWN,111.9,110.55,105.4,6.5,1,0.0,0.792307692307691,OSCILLATION_NOISE,TRANSIENT_NOISE,15025
Car 1,0,CarFuelHistory.xlsx,2026-01-11 22:15:44,2026-01-11 22:15:44,15100,15100,15100,DOWN,96.5,95.94999999999999,88.6,7.900000000000006,1,0.0,0.9303797468354417,OSCILLATION_NOISE,TRANSIENT_NOISE,15100
Car 1,0,CarFuelHistory.xlsx,2026-01-12 01:00:43.999998,2026-01-12 01:05:43.999996,15133,15134,15134,DOWN,95.0,94.65,89.3,5.700000000000003,2,4.999999966666667,0.9385964912280712,OSCILLATION_NOISE,TRANSIENT_NOISE,15133;15134
Car 1,0,CarFuelHistory.xlsx,2026-01-12 01:05:43.999996,2026-01-12 01:05:43.999996,15134,15134,15134,DOWN,94.95,94.65,89.3,5.650000000000006,1,0.0,0.9469026548672572,OSCILLATION_NOISE,TRANSIENT_NOISE,15134
Car 1,0,CarFuelHistory.xlsx,2026-01-12 14:20:06.999996,2026-01-12 14:25:07.000003,15292,15293,15293,UP,191.64999999999998,193.45,198.0,6.350000000000023,2,5.0000001166666665,0.7165354330708653,OSCILLATION_NOISE,TRANSIENT_NOISE,15292;15293
Car 1,0,CarFuelHistory.xlsx,2026-01-12 14:25:07.000003,2026-01-12 14:25:07.000003,15293,15293,15293,UP,192.64999999999998,193.45,198.0,5.350000000000023,1,0.0,0.8504672897196247,OSCILLATION_NOISE,TRANSIENT_NOISE,15293
Car 1,0,CarFuelHistory.xlsx,2026-03-07 15:00:13.999997,2026-03-07 15:00:13.999997,30707,30707,30707,DOWN,295.85,294.1,290.3,5.550000000000011,1,0.0,0.6846846846846854,OSCILLATION_NOISE,SPIKE,30707
Car 1,0,CarFuelHistory.xlsx,2026-04-10 07:15:44,2026-04-10 07:20:43.999999,39872,39873,39873,DOWN,265.6,265.45000000000005,260.5,5.100000000000023,2,4.999999983333334,0.9705882352941222,OSCILLATION_NOISE,"CONSUMPTION,UNKNOWN",39872;39873
Car 1,0,CarFuelHistory.xlsx,2026-05-25 15:35:12.999999,2026-05-25 15:40:12.999996,52857,52858,52858,UP,293.7,295.4,298.8,5.100000000000023,2,4.99999995,0.6666666666666704,OSCILLATION_NOISE,UNKNOWN,52857;52858
Car 1,0,CarFuelHistory.xlsx,2026-06-08 15:20:12.000002,2026-06-08 15:20:12.000002,56872,56872,56872,DOWN,264.7,265.1,254.8,9.899999999999977,1,0.0,0.959595959595956,OSCILLATION_NOISE,SLOSHING_NOISE,56872
Car 1,0,CarFuelHistory.xlsx,2026-06-12 14:20:44.000002,2026-06-12 14:20:44.000002,58012,58012,58012,DOWN,307.6,306.5,301.0,6.600000000000023,1,0.0,0.8333333333333305,OSCILLATION_NOISE,UNKNOWN,58012
Car 1,0,CarFuelHistory.xlsx,2026-06-13 11:30:04.000003,2026-06-13 11:35:04.000001,58266,58267,58267,UP,252.45,251.60000000000002,260.1,7.650000000000034,2,4.999999966666667,0.8888888888888938,OSCILLATION_NOISE,"SLOSHING_NOISE,TRANSIENT_NOISE",58266;58267
Car 1,0,CarFuelHistory.xlsx,2026-06-13 11:35:04.000001,2026-06-13 11:35:04.000001,58267,58267,58267,UP,250.2,251.60000000000002,260.1,9.900000000000034,1,0.0,0.8585858585858557,OSCILLATION_NOISE,TRANSIENT_NOISE,58267
Car 1,0,CarFuelHistory.xlsx,2026-06-15 18:25:44.999996,2026-06-15 18:25:44.999996,58925,58925,58925,DOWN,144.35,141.55,130.5,13.849999999999994,1,0.0,0.7978339350180517,OSCILLATION_NOISE,TRANSIENT_NOISE,58925
Car 1,0,CarFuelHistory.xlsx,2026-06-16 13:00:45,2026-06-16 13:00:45,59148,59148,59148,DOWN,139.0,136.14999999999998,113.1,25.900000000000006,1,0.0,0.8899613899613891,OSCILLATION_NOISE,TRANSIENT_NOISE,59148
Car 1,0,CarFuelHistory.xlsx,2026-06-16 19:25:44.999999,2026-06-16 19:30:44.999997,59225,59226,59226,DOWN,105.1,105.3,99.4,5.699999999999989,2,4.999999966666667,0.9649122807017538,OSCILLATION_NOISE,TRANSIENT_NOISE,59225;59226
Car 1,0,CarFuelHistory.xlsx,2026-06-16 19:30:44.999997,2026-06-16 19:30:44.999997,59226,59226,59226,DOWN,105.0,105.3,99.4,5.599999999999994,1,0.0,0.9464285714285718,OSCILLATION_NOISE,TRANSIENT_NOISE,59226
Car 1,0,CarFuelHistory.xlsx,2026-06-18 07:10:43,2026-06-18 07:10:43,59654,59654,59654,DOWN,274.3,273.15,261.2,13.100000000000023,1,0.0,0.9122137404580128,OSCILLATION_NOISE,TRANSIENT_NOISE,59654
Car 1,0,CarFuelHistory.xlsx,2026-06-19 16:30:14.999999,2026-06-19 16:30:14.999999,60054,60054,60054,DOWN,210.25,210.9,204.1,6.150000000000006,1,0.0,0.8943089430894301,OSCILLATION_NOISE,TRANSIENT_NOISE,60054
Car 1,0,CarFuelHistory.xlsx,2026-06-19 17:10:15.000001,2026-06-19 17:15:14.999999,60062,60063,60063,DOWN,210.0,211.5,198.2,11.800000000000011,2,4.999999966666667,0.8728813559322035,OSCILLATION_NOISE,TRANSIENT_NOISE,60062;60063
Car 1,0,CarFuelHistory.xlsx,2026-06-19 19:10:14.999998,2026-06-19 19:15:14.999996,60086,60087,60087,DOWN,207.15,206.55,198.9,8.25,2,4.999999966666667,0.9272727272727279,OSCILLATION_NOISE,TRANSIENT_NOISE,60086;60087
Car 1,0,CarFuelHistory.xlsx,2026-06-20 09:10:15.000004,2026-06-20 09:15:15.000002,60254,60255,60255,DOWN,199.3,193.0,172.6,26.700000000000017,2,4.999999966666667,0.7640449438202245,OSCILLATION_NOISE,TRANSIENT_NOISE,60254;60255
Car 1,0,CarFuelHistory.xlsx,2026-06-20 09:15:15.000002,2026-06-20 09:15:15.000002,60255,60255,60255,DOWN,192.75,193.0,172.6,20.150000000000006,1,0.0,0.9875930521091811,OSCILLATION_NOISE,TRANSIENT_NOISE,60255
Car 1,0,CarFuelHistory.xlsx,2026-06-21 08:45:14.999996,2026-06-21 08:45:14.999996,60537,60537,60537,DOWN,153.65,153.39999999999998,144.2,9.450000000000017,1,0.0,0.9735449735449706,OSCILLATION_NOISE,TRANSIENT_NOISE,60537
Car 1,0,CarFuelHistory.xlsx,2026-06-21 08:55:15.000001,2026-06-21 09:00:14.999999,60539,60540,60540,UP,150.75,151.95,157.0,6.25,2,4.999999966666667,0.8080000000000018,OSCILLATION_NOISE,SLOSHING_NOISE,60539;60540
Car 1,0,CarFuelHistory.xlsx,2026-06-21 15:15:15.000002,2026-06-21 15:15:15.000002,60615,60615,60615,DOWN,148.14999999999998,148.6,137.7,10.449999999999989,1,0.0,0.9569377990430605,OSCILLATION_NOISE,TRANSIENT_NOISE,60615
Car 1,0,CarFuelHistory.xlsx,2026-06-23 13:15:27.999999,2026-06-23 13:20:27.999998,61166,61167,61167,UP,211.8,213.4,219.8,8.0,2,4.999999983333334,0.8000000000000007,OSCILLATION_NOISE,TRANSIENT_NOISE,61166;61167
Car 1,0,CarFuelHistory.xlsx,2026-06-23 13:20:27.999998,2026-06-23 13:20:27.999998,61167,61167,61167,UP,211.8,213.4,219.8,8.0,1,0.0,0.8000000000000007,OSCILLATION_NOISE,TRANSIENT_NOISE,61167
Car 1,0,CarFuelHistory.xlsx,2026-06-23 13:25:28.000004,2026-06-23 13:25:28.000004,61168,61168,61168,UP,214.6,213.4,220.0,5.400000000000006,1,0.0,0.7777777777777801,OSCILLATION_NOISE,TRANSIENT_NOISE,61168
Car 1,0,CarFuelHistory.xlsx,2026-06-23 13:45:27.999996,2026-06-23 13:50:28.000003,61172,61173,61173,UP,213.4,214.95,226.8,13.400000000000006,2,5.0000001166666665,0.8843283582089565,OSCILLATION_NOISE,TRANSIENT_NOISE,61172;61173
Car 1,0,CarFuelHistory.xlsx,2026-06-23 13:50:28.000003,2026-06-23 13:50:28.000003,61173,61173,61173,UP,213.4,214.95,226.8,13.400000000000006,1,0.0,0.8843283582089565,OSCILLATION_NOISE,TRANSIENT_NOISE,61173
Car 1,0,CarFuelHistory.xlsx,2026-06-24 09:55:02.000001,2026-06-24 09:55:02.000001,61408,61408,61408,DOWN,171.45,170.5,166.3,5.149999999999977,1,0.0,0.8155339805825257,OSCILLATION_NOISE,TRANSIENT_NOISE,61408
Car 1,0,CarFuelHistory.xlsx,2026-06-24 15:25:02.000003,2026-06-24 15:30:02.000001,61474,61475,61474,DOWN,186.8,185.35,181.5,5.300000000000011,2,4.999999966666667,0.72641509433962,OSCILLATION_NOISE,SLOSHING_NOISE,61474;61475
Car 1,0,CarFuelHistory.xlsx,2026-06-25 02:30:01.999999,2026-06-25 02:35:01.999997,61607,61608,61608,DOWN,166.45,165.45,158.4,8.049999999999983,2,4.999999966666667,0.8757763975155277,OSCILLATION_NOISE,TRANSIENT_NOISE,61607;61608
Car 1,0,CarFuelHistory.xlsx,2026-06-26 14:40:02.000003,2026-06-26 14:40:02.000003,62041,62041,62041,DOWN,168.7,166.89999999999998,162.9,5.799999999999983,1,0.0,0.6896551724137903,OSCILLATION_NOISE,SLOSHING_NOISE,62041
Car 1,0,CarFuelHistory.xlsx,2026-06-26 17:35:01.999997,2026-06-26 17:40:02.000003,62076,62077,62076,DOWN,158.05,155.7,147.4,10.650000000000006,2,5.000000099999999,0.7793427230046928,OSCILLATION_NOISE,TRANSIENT_NOISE,62076;62077
Car 1,0,CarFuelHistory.xlsx,2026-06-26 17:40:02.000003,2026-06-26 17:40:02.000003,62077,62077,62077,DOWN,157.95,155.7,148.6,9.349999999999994,1,0.0,0.7593582887700533,OSCILLATION_NOISE,TRANSIENT_NOISE,62077
