VehicleID,SegmentID,TimeGapMinutes,Speed,Acceleration,MovementState,CleanFuel,NoisyFuel,EventLabel,RollingStd,FuelResidual
Synthetic_0,0,5.0,0.0,0.0,Stopped,131.43131268675887,131.2876238425084,Normal,0.0,0.0
Synthetic_0,0,5.0,0.0,0.0,Stopped,131.3597967361966,131.31710730585425,Normal,0.020847956864719047,0.029483463345854943
Synthetic_0,0,5.0,0.0,0.0,Stopped,131.26348543093206,131.32566694405168,Normal,0.019957536554604347,0.008559638197425556
Synthetic_0,0,5.0,0.0,0.0,Stopped,131.22444186433006,131.51951310771997,Normal,0.10595081197981147,0.19384616366829732
Synthetic_0,0,5.0,0.0,0.0,Stopped,131.17470976665294,131.34624169129333,Normal,0.09204294196075526,-0.173271416426644
Synthetic_0,0,5.0,0.0,0.0,Stopped,131.07985764177795,131.04786993578526,Normal,0.16897422184380537,-0.2983717555080716
Synthetic_0,0,5.0,0.0,0.0,Stopped,131.00772228820162,131.0039190466211,Normal,0.21738700767501104,-0.04395088916416512
Synthetic_0,0,5.0,0.0,0.0,Stopped,130.99854887679828,130.79804300387073,Normal,0.2874272979337915,-0.20587604275036142
Synthetic_0,0,5.0,0.0,0.0,Stopped,130.92250506586498,130.91880243866652,Normal,0.20428568617488993,0.12075943479578655
Synthetic_0,0,5.0,0.0,0.0,Stopped,130.8369945530741,130.7792628252901,Normal,0.11992923221642475,-0.13953961337642795
Synthetic_0,0,5.0,0.0,0.0,Stopped,130.78593982910186,130.8504835411695,Normal,0.09234158489600591,0.07122071587940582
Synthetic_0,0,5.0,0.0,0.0,Stopped,130.78450487451292,130.61905868580246,Normal,0.11135556687114616,-0.23142485536703816
Synthetic_0,0,5.0,0.0,0.0,Stopped,130.70871040166406,130.8125797045123,Normal,0.11170512128048472,0.19352101870984484
Synthetic_0,0,5.0,0.0,0.0,Stopped,130.67592395640466,130.98247173900518,Normal,0.13113722162691227,0.16989203449287515
Synthetic_0,0,5.0,0.0,0.0,Stopped,130.65208591793754,130.63033388824616,Normal,0.15437055864750884,-0.3521378507590214
Synthetic_0,0,5.0,0.0,0.0,Stopped,130.57584967233677,130.65619201675656,Normal,0.15631499641552274,0.02585812851040714
Synthetic_0,0,5.0,0.0,0.0,Stopped,130.54867130719796,130.68670010554018,Normal,0.1457903532889605,0.03050808878361977
Synthetic_0,0,5.0,0.0,0.0,Stopped,130.4854496204699,130.40520552609271,Normal,0.2060181297559696,-0.28149457944746814
Synthetic_0,0,5.0,0.0,0.0,Stopped,130.44868020352925,130.49349869989135,Normal,0.12000170514434233,0.08829317379863255
Synthetic_0,0,5.0,0.0,0.0,Stopped,130.41203317460534,130.4145516547617,Normal,0.13295310698377977,-0.07894704512963813
Synthetic_0,0,5.0,0.0,0.0,Stopped,130.36561064301281,130.3851458627226,Normal,0.12423542583377616,-0.029405792039113976
Synthetic_0,0,5.0,0.0,0.0,Stopped,130.27463962001826,130.12003766324716,Normal,0.14229156741261995,-0.26510819947543496
Synthetic_0,0,117.04285838459498,0.0,0.0,Stopped,130.2581698695772,130.26307190442898,Normal,0.14607106774643916,0.14303424118182306
Synthetic_0,0,5.0,0.0,0.0,Stopped,130.19024787607435,130.28984753432343,Normal,0.11627074549456154,0.02677562989444482
Synthetic_0,0,5.0,0.0,0.0,Stopped,130.10889972711433,130.39912844867334,Normal,0.11243179746658183,0.10928091434990961
Synthetic_0,0,5.0,0.0,0.0,Stopped,130.01297724126982,130.20483140648687,Normal,0.10342086488980949,-0.19429704218646293
Synthetic_0,0,5.0,0.0,0.0,Stopped,129.97206653558865,130.40270302709095,Normal,0.08687371367054103,0.19787162060407582
Synthetic_0,0,5.0,0.0,0.0,Stopped,129.93982297177288,129.78635345919528,Normal,0.2542472981732075,-0.6163495678956679
Synthetic_0,0,5.0,0.0,0.0,Stopped,129.84148175466566,130.0159458820098,Normal,0.26383910409889605,0.22959242281450543
Synthetic_0,0,5.0,0.0,0.0,Stopped,129.7926910604956,129.82935946164326,Normal,0.25869879257671197,-0.18658642036652395
Synthetic_0,0,5.0,0.0,0.0,Stopped,129.7153406380154,130.15330122465892,Normal,0.2518158146241555,0.3239417630156538
Synthetic_0,0,5.0,0.0,0.0,Stopped,129.67985791705632,129.5181982599853,Normal,0.24162668343257535,-0.6351029646736208
Synthetic_0,0,5.0,0.0,0.0,Stopped,129.59729455995682,129.42935019152065,Normal,0.31166087423403066,-0.08884806846464244
Synthetic_0,0,5.0,0.0,0.0,Stopped,129.56638833376707,129.44650980467827,Normal,0.3121444767219244,0.017159613157616604
Synthetic_0,0,5.0,0.0,0.0,Stopped,129.50506186839712,129.08028272353516,Normal,0.389836616076635,-0.36622708114310853
Synthetic_0,0,5.0,0.0,0.0,Stopped,129.4987348672708,129.39358386293463,Normal,0.17012271937069529,0.3133011393994707
Synthetic_0,0,5.0,0.0,0.0,Stopped,129.4124869616854,129.26066042937467,Normal,0.15357470431642573,-0.1329234335599665
Synthetic_0,0,5.0,0.0,0.0,Stopped,129.34659359679043,129.37667235408566,Normal,0.14599565556626423,0.11601192471098898
Synthetic_0,0,5.0,0.0,0.0,Stopped,129.2579409489145,129.32629214406992,Normal,0.1268559097482365,-0.050380210015731564
Synthetic_0,0,5.0,0.0,0.0,Stopped,129.25041031074235,129.62564447858554,Normal,0.1381035286354398,0.2993523345156177
Synthetic_0,0,5.0,0.0,0.0,Stopped,129.23814424608045,129.42822901371767,Normal,0.1387836553993212,-0.19741546486787342
Synthetic_0,0,5.0,0.0,0.0,Stopped,129.16393840885198,129.0485576777195,Normal,0.20834278948311596,-0.37967133599818226
Synthetic_0,0,5.0,0.0,0.0,Stopped,129.1299368134554,128.95025387918574,Normal,0.27649347629783577,-0.09830379853374893
Synthetic_0,0,5.0,0.0,0.0,Stopped,129.11165903347552,129.21004286777682,Normal,0.2760730311950048,0.2597889885910831
Synthetic_0,0,5.0,0.0,0.0,Stopped,129.06717911463545,128.80313247323133,Normal,0.24100281762893408,-0.40691039454549127
Synthetic_0,0,5.0,0.0,0.0,Stopped,129.02014417247105,129.38643592564193,Normal,0.2265457621332532,0.583303452410604
Synthetic_0,0,5.0,0.0,0.0,Stopped,128.9443294015611,129.18021742570537,Normal,0.22965356766232295,-0.20621849993656838
Synthetic_0,0,5.0,0.0,0.0,Stopped,128.8536396783417,128.75980454792077,Normal,0.2735459660522486,-0.42041287778459946
Synthetic_0,0,5.0,0.0,0.0,Stopped,128.84336125413702,128.50073434831884,Normal,0.3536226632976644,-0.259070199601922
Synthetic_0,0,5.0,0.0,0.0,Stopped,128.83340305985337,129.10417753468644,Normal,0.3530871098889358,0.6034431863675991
Synthetic_0,0,5.0,0.0,0.0,Stopped,128.7967132055807,128.77380523653017,Normal,0.2777733391602809,-0.3303722981562771
Synthetic_0,0,5.0,0.0,0.0,Stopped,128.73061618468554,128.97817944708024,Normal,0.2309815080368296,0.2043742105500712
Synthetic_0,0,5.0,0.0,0.0,Stopped,128.6655371421468,128.34665161038794,Normal,0.3172010441230554,-0.6315278366922996
Synthetic_0,0,5.0,0.0,0.0,Stopped,128.63813271003383,128.51825770544306,Normal,0.3139670837420332,0.17160609505512525
Synthetic_0,0,5.0,0.0,0.0,Stopped,128.6278437360291,128.62889247597272,Normal,0.24127149673436446,0.11063477052965709
Synthetic_0,0,5.0,0.0,0.0,Stopped,128.6165523784556,128.62594849720855,Normal,0.23101783289655586,-0.0029439787641649673
Synthetic_0,0,5.0,0.0,0.0,Stopped,128.59453993304135,128.5045268387455,Normal,0.11538728059006785,-0.1214216584630492
Synthetic_0,0,5.0,0.0,0.0,Stopped,128.5587430976568,128.6833130841263,Normal,0.07736429785454908,0.1787862453807918
Synthetic_0,0,5.0,21.742508365045985,0.07247502788348661,Moving,127.80922707665381,130.38362223416027,Sloshing,0.7955809109837616,1.7003091500339735
Synthetic_0,0,5.0,25.404269822795335,0.012205871525831165,Moving,127.10620430511058,128.53140264278545,Normal,0.8069981888806438,-1.8522195913748192
Synthetic_0,0,5.0,26.415419940227423,0.0033705003914402927,Moving,126.84533681822683,127.59978159505414,Normal,1.0128875224403113,-0.931621047731312
Synthetic_0,0,5.0,28.496145718187876,0.006935752593201509,Moving,126.40919425402258,126.11969494075603,Normal,1.563598043993187,-1.4800866542981055
Synthetic_0,0,5.0,23.7019906611459,-0.015980516856806588,Moving,125.61471248499255,124.53171281353045,Normal,2.2406870183598575,-1.5879821272255867
Synthetic_0,0,5.0,28.401089182765844,0.01566366173873315,Moving,124.87559541071217,123.60260166334281,Normal,2.0527626864015516,-0.9291111501876372
Synthetic_0,0,5.0,31.725515590770062,0.01108142136001406,Moving,123.84004664908781,123.16382043034807,Normal,1.8409297570833418,-0.43878123299474225
Synthetic_0,0,5.0,28.848906697552824,-0.009588696310724126,Moving,123.04308359939554,125.08747723902603,Normal,1.1790081524292784,1.9236568086779613
Synthetic_0,0,5.0,25.66715636962383,-0.010605834426429983,Moving,122.33956843024605,123.56210070595625,Normal,0.7927256736584026,-1.5253765330697746
Synthetic_0,0,82.47240713084175,22.50120146815817,-0.0006398008359415898,Moving,121.868808703866,121.82301316785178,Normal,1.1668489941289257,-1.7390875381044708
Synthetic_0,0,5.0,20.543623897753545,-0.006525258568015412,Moving,121.48394582248162,120.99130466658947,Normal,1.5884577002477414,-0.8317085012623124
Synthetic_0,0,5.0,20.791188214075923,0.0008252143877412621,Moving,121.07512257818317,120.02248587311855,Normal,2.0304039604262822,-0.9688187934709163
Synthetic_0,0,5.0,20.11063840049708,-0.002268499378596142,Moving,120.40968416385951,120.66573882436866,Normal,1.3653296646392123,0.6432529512501048
Synthetic_0,0,5.0,18.0229298024775,-0.0069590286600652715,Moving,120.03699169666803,120.7464922034742,Normal,0.6511849050452382,0.08075337910554481
Synthetic_0,0,5.0,19.141458749701293,0.0037284298240793136,Moving,119.37934114916611,121.90633033344662,Normal,0.682621800488595,1.1598381299724139
Synthetic_0,0,5.0,15.536397356221713,-0.012016871311598601,Moving,118.77458096806167,120.9126765437789,Normal,0.6799273902712051,-0.993653789667718
Synthetic_0,0,5.0,13.457843841573894,-0.006928511715492729,Moving,118.42247581113249,118.76174535448818,Normal,1.1411855036135712,-2.1509311892907164
